"Wed Jun 28 2017 22:55:30 GMT-0400 (EDT)",2577.7,,2525.48,
"Wed Jun 28 2017 23:05:26 GMT-0400 (EDT)",2581.22,,2528.53,
"Wed Jun 28 2017 23:15:46 GMT-0400 (EDT)",2575.31,,2521.51,
"Wed Jun 28 2017 23:25:18 GMT-0400 (EDT)",2587.69,,2536.44,
"Wed Jun 28 2017 23:35:22 GMT-0400 (EDT)",2590.61,,2539.3,
"Wed Jun 28 2017 23:45:38 GMT-0400 (EDT)",2589.86,,2536.31,
"Wed Jun 28 2017 23:55:26 GMT-0400 (EDT)",2590.59,,2539.29,
"Thu Jun 29 2017 00:05:50 GMT-0400 (EDT)",2595.43,,2543.02,
"Thu Jun 29 2017 00:15:34 GMT-0400 (EDT)",2600.24,,2548.18,
"Thu Jun 29 2017 00:25:37 GMT-0400 (EDT)",2594.74,,2541.88,
"Thu Jun 29 2017 00:35:38 GMT-0400 (EDT)",2594.37,,2542.38,
"Thu Jun 29 2017 00:45:43 GMT-0400 (EDT)",2589.69,,2535.74,
"Thu Jun 29 2017 00:55:35 GMT-0400 (EDT)",2590.68,,2539.22,
"Thu Jun 29 2017 01:05:32 GMT-0400 (EDT)",2586.63,,2532.57,
"Thu Jun 29 2017 01:15:34 GMT-0400 (EDT)",2588.82,,2534.91,
"Thu Jun 29 2017 01:25:38 GMT-0400 (EDT)",2585.67,,2534.46,
"Thu Jun 29 2017 01:35:38 GMT-0400 (EDT)",2587.91,,2535.41,
"Thu Jun 29 2017 01:45:28 GMT-0400 (EDT)",2582.74,,2528.88,
"Thu Jun 29 2017 01:55:30 GMT-0400 (EDT)",2580.71,,2526,
"Thu Jun 29 2017 02:05:36 GMT-0400 (EDT)",2579.98,,2528.88,
"Thu Jun 29 2017 02:15:45 GMT-0400 (EDT)",2579.74,,2525.11,
"Thu Jun 29 2017 02:25:29 GMT-0400 (EDT)",2581.41,,2529.98,
"Thu Jun 29 2017 02:35:47 GMT-0400 (EDT)",2589.25,,2537.97,
"Thu Jun 29 2017 02:45:41 GMT-0400 (EDT)",2592.58,,2541.24,
"Thu Jun 29 2017 02:55:34 GMT-0400 (EDT)",2589.56,,2538.27,
"Thu Jun 29 2017 03:05:28 GMT-0400 (EDT)",2590.52,,2538.2,
"Thu Jun 29 2017 03:15:39 GMT-0400 (EDT)",2585.24,,2531.56,
"Thu Jun 29 2017 03:25:38 GMT-0400 (EDT)",2593.22,,2541.4,
"Thu Jun 29 2017 03:35:25 GMT-0400 (EDT)",2591.22,,2538.16,
"Thu Jun 29 2017 03:45:28 GMT-0400 (EDT)",2592.97,,2540.3,
